runname=input_Earth1.6_cmf0.05 
layers_found=[silicate,iron] 
phases_found=[pd,pv,ppv,liquid] 
ir_comp_layer=[0,9267] 
ir_phase_layer=[0,914,4228] 
glob_variab=[[128000000000.0, 4.2, 0.99, 2.1, 2e-05, 3, 3516.34, 1.3504217144418177e-05, 0.7520431961981274, 212401581231.49298, 217233404583.54584, 1, 1, 0, 1265.0],[169650000000.0, 4, 1, 1.4, 2e-05, 3, 3868.6235, 6.752579005160238e-06, 0.6024742873203428, 564306625972.1136, 570449915902.4921, 1, 1, 0, 1265.0],[324500000000.0, 3.3, 1.48, 1.4, 2e-05, 2.1, 4260.0, 5.347798558293684e-06, 0.7997042474303777, 1074018368626.9144, 1088191890205.4612, 1, 1, 0, 1265.0],[145520000000.0, 4.125, 2.1664000000000003, 0.644, 4e-05, 3, 6129.200000000001, 3.818607950623138e-06, 1.3084146286619651, 1482398616322.5234, 1527328601301.2651, 7.4366550894550985, 2070246.6287796963, 1, 840.0]] 
i_g_change=11453 
i,r,rho,m,g,P,T,alpha,gamma,T_melt_Fe,Kt,Ks 
10122,1558323.634680,12867.827797,2.077789e+23,5.710544,3.099056e+11,5742.739908,4.322706e-06,1.343709,5348.506261,1.391045e+12,1.346143e+12 
10123,1557724.894336,12868.234712,2.075438e+23,5.708470,3.099495e+11,5742.983926,4.322295e-06,1.343682,5348.847362,1.391146e+12,1.346243e+12 
10124,1557126.153992,12868.641477,2.073090e+23,5.706397,3.099935e+11,5743.227851,4.321886e-06,1.343655,5349.188307,1.391246e+12,1.346343e+12 
10125,1556527.413648,12869.048089,2.070743e+23,5.704323,3.100375e+11,5743.471682,4.321476e-06,1.343627,5349.529095,1.391346e+12,1.346443e+12 
10126,1555928.673304,12869.454551,2.068398e+23,5.702249,3.100814e+11,5743.715421,4.321066e-06,1.343600,5349.869727,1.391446e+12,1.346543e+12 
10127,1555329.932960,12869.860861,2.066055e+23,5.700175,3.101254e+11,5743.959066,4.320657e-06,1.343573,5350.210202,1.391547e+12,1.346644e+12 
10128,1554731.192616,12870.267020,2.063713e+23,5.698101,3.101693e+11,5744.202619,4.320248e-06,1.343545,5350.550521,1.391647e+12,1.346744e+12 
10129,1554132.452272,12870.673027,2.061374e+23,5.696027,3.102132e+11,5744.446078,4.319839e-06,1.343518,5350.890683,1.391747e+12,1.346844e+12 
10130,1553533.711928,12871.078883,2.059035e+23,5.693953,3.102571e+11,5744.689444,4.319431e-06,1.343491,5351.230689,1.391847e+12,1.346944e+12 
10131,1552934.971584,12871.484587,2.056699e+23,5.691878,3.103009e+11,5744.932717,4.319022e-06,1.343463,5351.570539,1.391947e+12,1.347044e+12 
10132,1552336.231240,12871.890140,2.054364e+23,5.689804,3.103448e+11,5745.175897,4.318614e-06,1.343436,5351.910233,1.392047e+12,1.347144e+12 
10133,1551737.490896,12872.295542,2.052031e+23,5.687729,3.103886e+11,5745.418984,4.318206e-06,1.343409,5352.249770,1.392147e+12,1.347244e+12 
10134,1551138.750552,12872.700792,2.049700e+23,5.685654,3.104325e+11,5745.661978,4.317798e-06,1.343382,5352.589151,1.392247e+12,1.347343e+12 
10135,1550540.010208,12873.105891,2.047371e+23,5.683580,3.104763e+11,5745.904878,4.317391e-06,1.343354,5352.928376,1.392347e+12,1.347443e+12 
10136,1549941.269864,12873.510838,2.045043e+23,5.681505,3.105201e+11,5746.147686,4.316983e-06,1.343327,5353.267444,1.392447e+12,1.347543e+12 
10137,1549342.529520,12873.915634,2.042717e+23,5.679430,3.105639e+11,5746.390400,4.316576e-06,1.343300,5353.606357,1.392547e+12,1.347643e+12 
10138,1548743.789176,12874.320278,2.040393e+23,5.677354,3.106076e+11,5746.633022,4.316169e-06,1.343273,5353.945114,1.392646e+12,1.347743e+12 
10139,1548145.048832,12874.724771,2.038070e+23,5.675279,3.106514e+11,5746.875550,4.315762e-06,1.343246,5354.283714,1.392746e+12,1.347842e+12 
10140,1547546.308488,12875.129113,2.035749e+23,5.673204,3.106951e+11,5747.117985,4.315356e-06,1.343218,5354.622159,1.392846e+12,1.347942e+12 
10141,1546947.568144,12875.533303,2.033430e+23,5.671128,3.107389e+11,5747.360327,4.314949e-06,1.343191,5354.960448,1.392946e+12,1.348042e+12 
10142,1546348.827800,12875.937342,2.031113e+23,5.669053,3.107826e+11,5747.602576,4.314543e-06,1.343164,5355.298581,1.393045e+12,1.348141e+12 
10143,1545750.087456,12876.341229,2.028797e+23,5.666977,3.108263e+11,5747.844732,4.314137e-06,1.343137,5355.636558,1.393145e+12,1.348241e+12 
10144,1545151.347112,12876.744964,2.026483e+23,5.664901,3.108700e+11,5748.086795,4.313731e-06,1.343110,5355.974379,1.393245e+12,1.348340e+12 
10145,1544552.606769,12877.148549,2.024171e+23,5.662825,3.109136e+11,5748.328764,4.313326e-06,1.343083,5356.312044,1.393344e+12,1.348440e+12 
10146,1543953.866425,12877.551981,2.021860e+23,5.660749,3.109573e+11,5748.570641,4.312920e-06,1.343056,5356.649554,1.393444e+12,1.348539e+12 
10147,1543355.126081,12877.955263,2.019551e+23,5.658673,3.110009e+11,5748.812424,4.312515e-06,1.343029,5356.986908,1.393543e+12,1.348639e+12 
10148,1542756.385737,12878.358393,2.017244e+23,5.656597,3.110445e+11,5749.054115,4.312110e-06,1.343002,5357.324106,1.393643e+12,1.348738e+12 
10149,1542157.645393,12878.761371,2.014939e+23,5.654520,3.110881e+11,5749.295712,4.311705e-06,1.342975,5357.661149,1.393742e+12,1.348837e+12 
10150,1541558.905049,12879.164198,2.012635e+23,5.652444,3.111317e+11,5749.537216,4.311301e-06,1.342947,5357.998036,1.393841e+12,1.348937e+12 
10151,1540960.164705,12879.566873,2.010333e+23,5.650367,3.111753e+11,5749.778627,4.310896e-06,1.342920,5358.334768,1.393941e+12,1.349036e+12 
10152,1540361.424361,12879.969397,2.008033e+23,5.648290,3.112189e+11,5750.019945,4.310492e-06,1.342893,5358.671344,1.394040e+12,1.349135e+12 
10153,1539762.684017,12880.371769,2.005735e+23,5.646213,3.112624e+11,5750.261170,4.310088e-06,1.342866,5359.007765,1.394139e+12,1.349234e+12 
10154,1539163.943673,12880.773990,2.003438e+23,5.644137,3.113060e+11,5750.502302,4.309685e-06,1.342839,5359.344030,1.394239e+12,1.349334e+12 
10155,1538565.203329,12881.176060,2.001143e+23,5.642059,3.113495e+11,5750.743341,4.309281e-06,1.342812,5359.680140,1.394338e+12,1.349433e+12 
10156,1537966.462985,12881.577978,1.998849e+23,5.639982,3.113930e+11,5750.984286,4.308878e-06,1.342785,5360.016094,1.394437e+12,1.349532e+12 
10157,1537367.722641,12881.979744,1.996558e+23,5.637905,3.114365e+11,5751.225139,4.308475e-06,1.342758,5360.351893,1.394536e+12,1.349631e+12 
10158,1536768.982297,12882.381359,1.994268e+23,5.635828,3.114800e+11,5751.465899,4.308072e-06,1.342731,5360.687537,1.394635e+12,1.349730e+12 
10159,1536170.241953,12882.782822,1.991980e+23,5.633750,3.115234e+11,5751.706565,4.307669e-06,1.342705,5361.023026,1.394734e+12,1.349829e+12 
10160,1535571.501609,12883.184134,1.989693e+23,5.631673,3.115669e+11,5751.947138,4.307266e-06,1.342678,5361.358359,1.394833e+12,1.349928e+12 
10161,1534972.761265,12883.585294,1.987408e+23,5.629595,3.116103e+11,5752.187618,4.306864e-06,1.342651,5361.693537,1.394932e+12,1.350027e+12 
10162,1534374.020921,12883.986303,1.985125e+23,5.627517,3.116537e+11,5752.428006,4.306462e-06,1.342624,5362.028560,1.395031e+12,1.350126e+12 
10163,1533775.280577,12884.387161,1.982844e+23,5.625439,3.116971e+11,5752.668300,4.306060e-06,1.342597,5362.363428,1.395130e+12,1.350225e+12 
10164,1533176.540233,12884.787866,1.980564e+23,5.623361,3.117405e+11,5752.908501,4.305658e-06,1.342570,5362.698141,1.395229e+12,1.350324e+12 
10165,1532577.799889,12885.188420,1.978286e+23,5.621283,3.117839e+11,5753.148608,4.305257e-06,1.342543,5363.032699,1.395328e+12,1.350422e+12 
10166,1531979.059545,12885.588823,1.976010e+23,5.619205,3.118273e+11,5753.388623,4.304855e-06,1.342516,5363.367102,1.395427e+12,1.350521e+12 
10167,1531380.319201,12885.989074,1.973735e+23,5.617126,3.118706e+11,5753.628545,4.304454e-06,1.342489,5363.701350,1.395526e+12,1.350620e+12 
10168,1530781.578857,12886.389174,1.971462e+23,5.615048,3.119139e+11,5753.868374,4.304053e-06,1.342463,5364.035443,1.395625e+12,1.350719e+12 
10169,1530182.838513,12886.789122,1.969191e+23,5.612969,3.119573e+11,5754.108109,4.303653e-06,1.342436,5364.369381,1.395723e+12,1.350817e+12 
10170,1529584.098169,12887.188918,1.966922e+23,5.610891,3.120006e+11,5754.347751,4.303252e-06,1.342409,5364.703164,1.395822e+12,1.350916e+12 
10171,1528985.357825,12887.588563,1.964654e+23,5.608812,3.120438e+11,5754.587301,4.302852e-06,1.342382,5365.036793,1.395921e+12,1.351014e+12 
10172,1528386.617481,12887.988057,1.962388e+23,5.606733,3.120871e+11,5754.826757,4.302452e-06,1.342355,5365.370267,1.396019e+12,1.351113e+12 
10173,1527787.877137,12888.387399,1.960124e+23,5.604654,3.121304e+11,5755.066120,4.302052e-06,1.342328,5365.703586,1.396118e+12,1.351212e+12 
10174,1527189.136793,12888.786589,1.957861e+23,5.602575,3.121736e+11,5755.305390,4.301652e-06,1.342302,5366.036750,1.396217e+12,1.351310e+12 
10175,1526590.396449,12889.185628,1.955600e+23,5.600496,3.122168e+11,5755.544567,4.301252e-06,1.342275,5366.369760,1.396315e+12,1.351409e+12 
10176,1525991.656105,12889.584515,1.953341e+23,5.598416,3.122601e+11,5755.783651,4.300853e-06,1.342248,5366.702615,1.396414e+12,1.351507e+12 
10177,1525392.915761,12889.983250,1.951084e+23,5.596337,3.123033e+11,5756.022642,4.300454e-06,1.342221,5367.035315,1.396512e+12,1.351605e+12 
10178,1524794.175417,12890.381834,1.948828e+23,5.594257,3.123464e+11,5756.261540,4.300055e-06,1.342195,5367.367861,1.396610e+12,1.351704e+12 
10179,1524195.435073,12890.780267,1.946574e+23,5.592178,3.123896e+11,5756.500345,4.299656e-06,1.342168,5367.700253,1.396709e+12,1.351802e+12 
10180,1523596.694729,12891.178547,1.944321e+23,5.590098,3.124328e+11,5756.739056,4.299258e-06,1.342141,5368.032490,1.396807e+12,1.351900e+12 
10181,1522997.954385,12891.576677,1.942071e+23,5.588018,3.124759e+11,5756.977675,4.298860e-06,1.342115,5368.364573,1.396905e+12,1.351999e+12 
10182,1522399.214041,12891.974654,1.939822e+23,5.585938,3.125190e+11,5757.216200,4.298461e-06,1.342088,5368.696501,1.397004e+12,1.352097e+12 
10183,1521800.473697,12892.372480,1.937574e+23,5.583858,3.125621e+11,5757.454633,4.298064e-06,1.342061,5369.028275,1.397102e+12,1.352195e+12 
10184,1521201.733353,12892.770155,1.935329e+23,5.581778,3.126052e+11,5757.692972,4.297666e-06,1.342035,5369.359894,1.397200e+12,1.352293e+12 
10185,1520602.993009,12893.167678,1.933085e+23,5.579697,3.126483e+11,5757.931218,4.297268e-06,1.342008,5369.691359,1.397298e+12,1.352391e+12 
10186,1520004.252665,12893.565049,1.930843e+23,5.577617,3.126914e+11,5758.169371,4.296871e-06,1.341981,5370.022670,1.397397e+12,1.352489e+12 
10187,1519405.512322,12893.962268,1.928602e+23,5.575536,3.127344e+11,5758.407432,4.296474e-06,1.341955,5370.353827,1.397495e+12,1.352587e+12 
10188,1518806.771978,12894.359336,1.926363e+23,5.573456,3.127775e+11,5758.645399,4.296077e-06,1.341928,5370.684830,1.397593e+12,1.352685e+12 
10189,1518208.031634,12894.756253,1.924126e+23,5.571375,3.128205e+11,5758.883272,4.295680e-06,1.341901,5371.015678,1.397691e+12,1.352783e+12 
10190,1517609.291290,12895.153018,1.921891e+23,5.569294,3.128635e+11,5759.121053,4.295284e-06,1.341875,5371.346373,1.397789e+12,1.352881e+12 
10191,1517010.550946,12895.549631,1.919657e+23,5.567213,3.129065e+11,5759.358741,4.294888e-06,1.341848,5371.676913,1.397887e+12,1.352979e+12 
10192,1516411.810602,12895.946092,1.917425e+23,5.565132,3.129495e+11,5759.596336,4.294491e-06,1.341822,5372.007299,1.397985e+12,1.353077e+12 
10193,1515813.070258,12896.342402,1.915195e+23,5.563051,3.129924e+11,5759.833837,4.294096e-06,1.341795,5372.337532,1.398083e+12,1.353175e+12 
10194,1515214.329914,12896.738561,1.912966e+23,5.560970,3.130354e+11,5760.071246,4.293700e-06,1.341769,5372.667610,1.398180e+12,1.353273e+12 
10195,1514615.589570,12897.134567,1.910739e+23,5.558888,3.130783e+11,5760.308561,4.293304e-06,1.341742,5372.997535,1.398278e+12,1.353370e+12 
10196,1514016.849226,12897.530422,1.908514e+23,5.556807,3.131212e+11,5760.545784,4.292909e-06,1.341716,5373.327305,1.398376e+12,1.353468e+12 
10197,1513418.108882,12897.926126,1.906290e+23,5.554725,3.131641e+11,5760.782913,4.292514e-06,1.341689,5373.656922,1.398474e+12,1.353566e+12 
10198,1512819.368538,12898.321677,1.904068e+23,5.552643,3.132070e+11,5761.019949,4.292119e-06,1.341663,5373.986385,1.398572e+12,1.353663e+12 
10199,1512220.628194,12898.717077,1.901848e+23,5.550562,3.132499e+11,5761.256893,4.291724e-06,1.341636,5374.315694,1.398669e+12,1.353761e+12 
10200,1511621.887850,12899.112326,1.899630e+23,5.548480,3.132928e+11,5761.493743,4.291330e-06,1.341610,5374.644849,1.398767e+12,1.353859e+12 
10201,1511023.147506,12899.507423,1.897413e+23,5.546398,3.133356e+11,5761.730500,4.290936e-06,1.341583,5374.973851,1.398864e+12,1.353956e+12 
10202,1510424.407162,12899.902368,1.895198e+23,5.544316,3.133784e+11,5761.967164,4.290541e-06,1.341557,5375.302699,1.398962e+12,1.354054e+12 
10203,1509825.666818,12900.297161,1.892984e+23,5.542233,3.134212e+11,5762.203735,4.290148e-06,1.341530,5375.631394,1.399060e+12,1.354151e+12 
10204,1509226.926474,12900.691803,1.890773e+23,5.540151,3.134640e+11,5762.440213,4.289754e-06,1.341504,5375.959935,1.399157e+12,1.354249e+12 
10205,1508628.186130,12901.086293,1.888562e+23,5.538069,3.135068e+11,5762.676597,4.289360e-06,1.341477,5376.288322,1.399255e+12,1.354346e+12 
10206,1508029.445786,12901.480632,1.886354e+23,5.535986,3.135496e+11,5762.912889,4.288967e-06,1.341451,5376.616556,1.399352e+12,1.354443e+12 
10207,1507430.705442,12901.874818,1.884147e+23,5.533903,3.135924e+11,5763.149088,4.288574e-06,1.341425,5376.944636,1.399449e+12,1.354541e+12 
10208,1506831.965098,12902.268854,1.881942e+23,5.531821,3.136351e+11,5763.385193,4.288181e-06,1.341398,5377.272563,1.399547e+12,1.354638e+12 
10209,1506233.224754,12902.662737,1.879739e+23,5.529738,3.136778e+11,5763.621206,4.287788e-06,1.341372,5377.600336,1.399644e+12,1.354735e+12 
10210,1505634.484410,12903.056469,1.877537e+23,5.527655,3.137205e+11,5763.857125,4.287396e-06,1.341345,5377.927956,1.399742e+12,1.354833e+12 
10211,1505035.744066,12903.450049,1.875337e+23,5.525572,3.137632e+11,5764.092951,4.287003e-06,1.341319,5378.255423,1.399839e+12,1.354930e+12 
10212,1504437.003722,12903.843477,1.873139e+23,5.523488,3.138059e+11,5764.328685,4.286611e-06,1.341293,5378.582737,1.399936e+12,1.355027e+12 
10213,1503838.263378,12904.236754,1.870943e+23,5.521405,3.138486e+11,5764.564325,4.286219e-06,1.341266,5378.909897,1.400033e+12,1.355124e+12 
10214,1503239.523034,12904.629879,1.868748e+23,5.519322,3.138912e+11,5764.799872,4.285828e-06,1.341240,5379.236904,1.400130e+12,1.355221e+12 
10215,1502640.782690,12905.022852,1.866554e+23,5.517238,3.139339e+11,5765.035326,4.285436e-06,1.341214,5379.563757,1.400228e+12,1.355318e+12 
10216,1502042.042346,12905.415674,1.864363e+23,5.515155,3.139765e+11,5765.270687,4.285045e-06,1.341188,5379.890458,1.400325e+12,1.355415e+12 
10217,1501443.302002,12905.808344,1.862173e+23,5.513071,3.140191e+11,5765.505955,4.284654e-06,1.341161,5380.217006,1.400422e+12,1.355512e+12 
10218,1500844.561658,12906.200862,1.859985e+23,5.510987,3.140617e+11,5765.741130,4.284263e-06,1.341135,5380.543400,1.400519e+12,1.355609e+12 
10219,1500245.821314,12906.593228,1.857798e+23,5.508903,3.141043e+11,5765.976212,4.283872e-06,1.341109,5380.869641,1.400616e+12,1.355706e+12 
10220,1499647.080970,12906.985443,1.855614e+23,5.506819,3.141468e+11,5766.211201,4.283482e-06,1.341083,5381.195730,1.400713e+12,1.355803e+12 
10221,1499048.340626,12907.377506,1.853430e+23,5.504735,3.141894e+11,5766.446097,4.283091e-06,1.341056,5381.521665,1.400810e+12,1.355900e+12 
10222,1498449.600282,12907.769417,1.851249e+23,5.502651,3.142319e+11,5766.680899,4.282701e-06,1.341030,5381.847447,1.400906e+12,1.355997e+12 
10223,1497850.859938,12908.161177,1.849069e+23,5.500566,3.142744e+11,5766.915609,4.282311e-06,1.341004,5382.173077,1.401003e+12,1.356093e+12 
10224,1497252.119594,12908.552785,1.846891e+23,5.498482,3.143169e+11,5767.150225,4.281922e-06,1.340978,5382.498554,1.401100e+12,1.356190e+12 
10225,1496653.379250,12908.944241,1.844714e+23,5.496397,3.143594e+11,5767.384749,4.281532e-06,1.340951,5382.823877,1.401197e+12,1.356287e+12 
10226,1496054.638906,12909.335545,1.842540e+23,5.494312,3.144019e+11,5767.619179,4.281143e-06,1.340925,5383.149048,1.401294e+12,1.356384e+12 
10227,1495455.898562,12909.726698,1.840367e+23,5.492228,3.144444e+11,5767.853517,4.280754e-06,1.340899,5383.474067,1.401390e+12,1.356480e+12 
10228,1494857.158218,12910.117699,1.838195e+23,5.490143,3.144868e+11,5768.087761,4.280365e-06,1.340873,5383.798932,1.401487e+12,1.356577e+12 
10229,1494258.417874,12910.508548,1.836025e+23,5.488058,3.145292e+11,5768.321912,4.279976e-06,1.340847,5384.123645,1.401584e+12,1.356673e+12 
10230,1493659.677531,12910.899245,1.833857e+23,5.485973,3.145717e+11,5768.555971,4.279587e-06,1.340821,5384.448205,1.401680e+12,1.356770e+12 
10231,1493060.937187,12911.289791,1.831691e+23,5.483888,3.146141e+11,5768.789936,4.279199e-06,1.340795,5384.772613,1.401777e+12,1.356866e+12 
10232,1492462.196843,12911.680185,1.829526e+23,5.481802,3.146565e+11,5769.023808,4.278811e-06,1.340768,5385.096867,1.401873e+12,1.356963e+12 
10233,1491863.456499,12912.070427,1.827363e+23,5.479717,3.146988e+11,5769.257587,4.278423e-06,1.340742,5385.420970,1.401970e+12,1.357059e+12 
10234,1491264.716155,12912.460518,1.825202e+23,5.477631,3.147412e+11,5769.491273,4.278035e-06,1.340716,5385.744920,1.402066e+12,1.357156e+12 
10235,1490665.975811,12912.850456,1.823042e+23,5.475546,3.147835e+11,5769.724866,4.277648e-06,1.340690,5386.068717,1.402163e+12,1.357252e+12 
10236,1490067.235467,12913.240243,1.820884e+23,5.473460,3.148258e+11,5769.958366,4.277260e-06,1.340664,5386.392362,1.402259e+12,1.357348e+12 
10237,1489468.495123,12913.629878,1.818728e+23,5.471374,3.148682e+11,5770.191772,4.276873e-06,1.340638,5386.715855,1.402356e+12,1.357445e+12 
10238,1488869.754779,12914.019361,1.816573e+23,5.469288,3.149105e+11,5770.425086,4.276486e-06,1.340612,5387.039195,1.402452e+12,1.357541e+12 
10239,1488271.014435,12914.408693,1.814420e+23,5.467202,3.149527e+11,5770.658307,4.276099e-06,1.340586,5387.362383,1.402548e+12,1.357637e+12 
10240,1487672.274091,12914.797873,1.812268e+23,5.465116,3.149950e+11,5770.891434,4.275713e-06,1.340560,5387.685418,1.402644e+12,1.357733e+12 
10241,1487073.533747,12915.186901,1.810119e+23,5.463030,3.150373e+11,5771.124469,4.275326e-06,1.340534,5388.008301,1.402741e+12,1.357830e+12 
10242,1486474.793403,12915.575777,1.807971e+23,5.460943,3.150795e+11,5771.357411,4.274940e-06,1.340508,5388.331032,1.402837e+12,1.357926e+12 
10243,1485876.053059,12915.964501,1.805824e+23,5.458857,3.151217e+11,5771.590259,4.274554e-06,1.340482,5388.653611,1.402933e+12,1.358022e+12 
10244,1485277.312715,12916.353074,1.803680e+23,5.456770,3.151639e+11,5771.823015,4.274169e-06,1.340456,5388.976038,1.403029e+12,1.358118e+12 
10245,1484678.572371,12916.741495,1.801536e+23,5.454684,3.152061e+11,5772.055677,4.273783e-06,1.340430,5389.298312,1.403125e+12,1.358214e+12 
10246,1484079.832027,12917.129764,1.799395e+23,5.452597,3.152483e+11,5772.288246,4.273398e-06,1.340404,5389.620435,1.403221e+12,1.358310e+12 
10247,1483481.091683,12917.517881,1.797255e+23,5.450510,3.152905e+11,5772.520723,4.273012e-06,1.340378,5389.942405,1.403317e+12,1.358406e+12 
10248,1482882.351339,12917.905846,1.795117e+23,5.448423,3.153326e+11,5772.753106,4.272627e-06,1.340352,5390.264223,1.403413e+12,1.358502e+12 
10249,1482283.610995,12918.293660,1.792981e+23,5.446336,3.153747e+11,5772.985396,4.272243e-06,1.340326,5390.585889,1.403509e+12,1.358598e+12 
10250,1481684.870651,12918.681322,1.790846e+23,5.444249,3.154169e+11,5773.217593,4.271858e-06,1.340300,5390.907404,1.403605e+12,1.358693e+12 
10251,1481086.130307,12919.068832,1.788713e+23,5.442162,3.154590e+11,5773.449697,4.271474e-06,1.340275,5391.228766,1.403701e+12,1.358789e+12 
10252,1480487.389963,12919.456190,1.786582e+23,5.440074,3.155010e+11,5773.681708,4.271089e-06,1.340249,5391.549977,1.403797e+12,1.358885e+12 
10253,1479888.649619,12919.843396,1.784452e+23,5.437987,3.155431e+11,5773.913626,4.270705e-06,1.340223,5391.871035,1.403893e+12,1.358981e+12 
10254,1479289.909275,12920.230451,1.782324e+23,5.435899,3.155852e+11,5774.145451,4.270322e-06,1.340197,5392.191942,1.403988e+12,1.359076e+12 
10255,1478691.168931,12920.617353,1.780197e+23,5.433811,3.156272e+11,5774.377183,4.269938e-06,1.340171,5392.512697,1.404084e+12,1.359172e+12 
10256,1478092.428587,12921.004104,1.778072e+23,5.431724,3.156693e+11,5774.608822,4.269555e-06,1.340145,5392.833301,1.404180e+12,1.359268e+12 
10257,1477493.688243,12921.390703,1.775949e+23,5.429636,3.157113e+11,5774.840368,4.269171e-06,1.340120,5393.153752,1.404275e+12,1.359363e+12 
10258,1476894.947899,12921.777150,1.773828e+23,5.427548,3.157533e+11,5775.071821,4.268788e-06,1.340094,5393.474052,1.404371e+12,1.359459e+12 
10259,1476296.207555,12922.163446,1.771708e+23,5.425460,3.157953e+11,5775.303180,4.268406e-06,1.340068,5393.794201,1.404467e+12,1.359554e+12 
10260,1475697.467211,12922.549589,1.769590e+23,5.423371,3.158372e+11,5775.534447,4.268023e-06,1.340042,5394.114197,1.404562e+12,1.359650e+12 
10261,1475098.726867,12922.935581,1.767473e+23,5.421283,3.158792e+11,5775.765621,4.267641e-06,1.340016,5394.434042,1.404658e+12,1.359745e+12 
10262,1474499.986523,12923.321421,1.765358e+23,5.419195,3.159211e+11,5775.996701,4.267258e-06,1.339991,5394.753736,1.404753e+12,1.359841e+12 
10263,1473901.246179,12923.707109,1.763245e+23,5.417106,3.159630e+11,5776.227689,4.266876e-06,1.339965,5395.073278,1.404849e+12,1.359936e+12 
10264,1473302.505835,12924.092645,1.761134e+23,5.415018,3.160050e+11,5776.458584,4.266494e-06,1.339939,5395.392669,1.404944e+12,1.360032e+12 
10265,1472703.765491,12924.478029,1.759024e+23,5.412929,3.160468e+11,5776.689385,4.266113e-06,1.339913,5395.711908,1.405039e+12,1.360127e+12 
10266,1472105.025147,12924.863261,1.756916e+23,5.410840,3.160887e+11,5776.920093,4.265731e-06,1.339888,5396.030996,1.405135e+12,1.360222e+12 
10267,1471506.284803,12925.248342,1.754809e+23,5.408751,3.161306e+11,5777.150709,4.265350e-06,1.339862,5396.349932,1.405230e+12,1.360317e+12 
10268,1470907.544459,12925.633270,1.752704e+23,5.406662,3.161724e+11,5777.381231,4.264969e-06,1.339836,5396.668717,1.405325e+12,1.360413e+12 
10269,1470308.804115,12926.018047,1.750601e+23,5.404573,3.162143e+11,5777.611661,4.264588e-06,1.339811,5396.987351,1.405421e+12,1.360508e+12 
10270,1469710.063771,12926.402672,1.748499e+23,5.402484,3.162561e+11,5777.841997,4.264207e-06,1.339785,5397.305833,1.405516e+12,1.360603e+12 
10271,1469111.323427,12926.787145,1.746399e+23,5.400394,3.162979e+11,5778.072240,4.263827e-06,1.339759,5397.624165,1.405611e+12,1.360698e+12 
10272,1468512.583084,12927.171466,1.744301e+23,5.398305,3.163397e+11,5778.302390,4.263447e-06,1.339734,5397.942345,1.405706e+12,1.360793e+12 
10273,1467913.842740,12927.555635,1.742204e+23,5.396215,3.163815e+11,5778.532448,4.263067e-06,1.339708,5398.260373,1.405801e+12,1.360888e+12 
10274,1467315.102396,12927.939653,1.740109e+23,5.394126,3.164232e+11,5778.762412,4.262687e-06,1.339682,5398.578251,1.405896e+12,1.360983e+12 
10275,1466716.362052,12928.323518,1.738016e+23,5.392036,3.164650e+11,5778.992283,4.262307e-06,1.339657,5398.895978,1.405991e+12,1.361078e+12 
10276,1466117.621708,12928.707232,1.735924e+23,5.389946,3.165067e+11,5779.222061,4.261928e-06,1.339631,5399.213553,1.406086e+12,1.361173e+12 
10277,1465518.881364,12929.090793,1.733834e+23,5.387856,3.165484e+11,5779.451746,4.261548e-06,1.339605,5399.530978,1.406181e+12,1.361268e+12 
10278,1464920.141020,12929.474203,1.731745e+23,5.385766,3.165901e+11,5779.681338,4.261169e-06,1.339580,5399.848252,1.406276e+12,1.361363e+12 
10279,1464321.400676,12929.857461,1.729658e+23,5.383676,3.166318e+11,5779.910837,4.260790e-06,1.339554,5400.165374,1.406371e+12,1.361458e+12 
10280,1463722.660332,12930.240567,1.727573e+23,5.381586,3.166735e+11,5780.140243,4.260412e-06,1.339529,5400.482346,1.406466e+12,1.361552e+12 
10281,1463123.919988,12930.623521,1.725490e+23,5.379495,3.167151e+11,5780.369556,4.260033e-06,1.339503,5400.799167,1.406561e+12,1.361647e+12 
10282,1462525.179644,12931.006323,1.723408e+23,5.377405,3.167568e+11,5780.598776,4.259655e-06,1.339478,5401.115837,1.406655e+12,1.361742e+12 
10283,1461926.439300,12931.388973,1.721327e+23,5.375314,3.167984e+11,5780.827903,4.259277e-06,1.339452,5401.432356,1.406750e+12,1.361837e+12 
10284,1461327.698956,12931.771472,1.719249e+23,5.373224,3.168400e+11,5781.056936,4.258899e-06,1.339427,5401.748724,1.406845e+12,1.361931e+12 
10285,1460728.958612,12932.153818,1.717172e+23,5.371133,3.168816e+11,5781.285877,4.258521e-06,1.339401,5402.064942,1.406940e+12,1.362026e+12 
10286,1460130.218268,12932.536013,1.715097e+23,5.369042,3.169232e+11,5781.514725,4.258143e-06,1.339376,5402.381009,1.407034e+12,1.362120e+12 
10287,1459531.477924,12932.918055,1.713023e+23,5.366951,3.169648e+11,5781.743480,4.257766e-06,1.339350,5402.696925,1.407129e+12,1.362215e+12 
10288,1458932.737580,12933.299946,1.710951e+23,5.364860,3.170063e+11,5781.972141,4.257389e-06,1.339325,5403.012690,1.407223e+12,1.362310e+12 
10289,1458333.997236,12933.681684,1.708880e+23,5.362769,3.170478e+11,5782.200710,4.257012e-06,1.339299,5403.328305,1.407318e+12,1.362404e+12 
10290,1457735.256892,12934.063271,1.706812e+23,5.360678,3.170894e+11,5782.429186,4.256635e-06,1.339274,5403.643769,1.407412e+12,1.362498e+12 
10291,1457136.516548,12934.444706,1.704745e+23,5.358586,3.171309e+11,5782.657568,4.256259e-06,1.339248,5403.959083,1.407507e+12,1.362593e+12 
